example_id,domain_label,text,is_boundary_example,cross_domain_hint,split,source,contributor,added_for_version
brick2-0051,finance,How does the CBK's digital credit rules affect mobile lenders?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0052,finance,How do I save towards a SACCO account using an agent till?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0053,finance,How do I pay for goods with an escrow account using an agent till?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0054,finance,How do I send money to a bank card using an agent till?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0055,finance,What fees apply when I depositing a dollar amount?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0056,finance,How do I save towards a mobile wallet using Airtel Money?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0057,finance,What is a standing order and how do I set one up?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0058,finance,How do I save towards a bank card using M-Pesa?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0059,finance,How do I save towards a mobile wallet using an agent till?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0060,finance,Is it possible to buy treasury bills as a minor without a bank account?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0061,finance,Explain the charges for mobile banking on a fintech app.,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0062,finance,What does 'bounce' mean when a cheque is returned unpaid in Kenya?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0063,finance,How do I invest in treasury bills through my phone?,False,,calibration,hand_written,washington,v2-moat-brick-2
brick2-0064,finance,How do I send money to a SACCO account using M-Pesa?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0065,finance,Explain the charges for mobile banking on an agency bank.,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0066,finance,How do I send money to an escrow account using a bank app?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0067,finance,Is it possible to pay a utility bill from abroad without a bank account?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0068,finance,How do I save towards an escrow account using a bank app?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0069,finance,How long does a PesaLink transfer take to reflect in my savings account?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0070,finance,How do I withdraw cash from a bank card using M-Pesa?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0071,finance,Explain the charges for merchant payments on the stock exchange.,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0072,finance,How do I withdraw cash from a bank card using an agent till?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0073,finance,How do I pay for goods with a bank card using a bank app?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0074,finance,Explain the charges for international transfers on an agency bank.,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0075,finance,What is the difference between a salary advance and a personal loan?,False,,calibration,hand_written,washington,v2-moat-brick-2
brick2-0076,finance,Explain the charges for standing orders on M-Pesa.,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0077,finance,How long does a cheque clearance take to reflect in my savings account?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0078,finance,Explain the charges for standing orders on the stock exchange.,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0079,finance,Explain the charges for mobile banking on M-Pesa.,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0080,finance,What fees apply when I depositing loan repayments?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0081,finance,Explain the charges for merchant payments on M-Pesa.,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0082,finance,How long does a dividend payout take to reflect in my cooperative account?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0083,finance,Explain the charges for international transfers on the stock exchange.,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0084,finance,How long does a PesaLink transfer take to reflect in my M-Pesa wallet?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0085,finance,How do I pay for goods with an escrow account using Airtel Money?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0086,finance,Is it possible to buy treasury bills as a foreigner without a bank account?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0087,finance,What fees apply when I withdrawing loan repayments?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0088,finance,Is it possible to buy treasury bills from abroad without a bank account?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0089,finance,What fees apply when I overdrawing insurance premiums?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0090,finance,Is it possible to get a loan with a passport without a bank account?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0091,law,Is dismissing an employee without notice allowed under the Penal Code?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0092,law,What are my obligations as a landlord under the Landlord and Tenant Act?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0093,law,What does the Labour Relations Act say about probationary employment?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0094,law,Does the Consumer Protection Act apply to a school?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0095,law,How does the Companies Act handle a dispute between two shareholders?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0096,law,Is dismissing an employee without notice allowed under Kenyan law?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0097,law,Does the Consumer Protection Act apply to a sole trader?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0098,law,What are the legal steps to get a court order in Kenya?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0099,law,Is sharing customer data with third parties allowed under the Constitution?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0100,law,What does the Companies Act say about probationary employment?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0101,law,What does the Consumer Protection Act say about employee termination?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0102,law,Is selling expired goods allowed under the Access to Information Act?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0103,law,Is sharing customer data with third parties allowed under the Access to Information Act?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0104,law,What are the legal steps to appeal a tribunal decision in Kenya?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0105,law,Is withholding severance pay allowed under Kenyan law?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0106,law,Does the Companies Act apply to a foreign company?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0107,law,How does the Small Claims Court work in Kenya?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0108,law,What does the Data Protection Act 2019 say about customer data sharing?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0109,law,Is dismissing a union member allowed under the Constitution?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0110,law,What does the Access to Information Act say about customer data sharing?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0111,law,What are my rights when a landlord increases rent without notice in Kenya?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0112,law,What is the penalty for breach of contract under Kenyan law?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0113,law,What does the Employment Act say about customer data sharing?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0114,law,Does the Data Protection Act 2019 apply to a foreign company?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0115,law,What are the legal steps to evict a tenant in Kenya?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0116,law,Is processing data without consent allowed under Kenyan law?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0117,law,Is withholding severance pay allowed under the Constitution?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0118,law,Is withholding severance pay allowed under the Access to Information Act?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0119,law,Does the Access to Information Act apply to a foreign company?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0120,law,Who is liable when an employee leaks customer data?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0121,law,What happens when a company director breaches their fiduciary duty?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0122,law,How does defamation law apply to posts on X in Kenya?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0123,law,What clauses should a software development NDA include?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0124,law,How do I make a police report for a bounced cheque?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0125,law,What does the Data Protection Act 2019 say about probationary employment?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0126,law,Does the Labour Relations Act apply to a church?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0127,law,What does the Access to Information Act say about director liability?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0128,law,Is withholding severance pay allowed under the Land Act?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0129,law,Is dismissing an employee without notice allowed under the Constitution?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0130,law,What is the penalty for late filing of company returns?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0131,law,How do I register a trademark for my brand in Kenya?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0132,law,Does the Kenya Data Protection Act 2019 apply to a small e-commerce shop?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0133,law,What does the Access to Information Act say about employee termination?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0134,law,Who is liable when a supplier breaches a contract?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0135,law,Does the Data Protection Act 2019 apply to a school?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0136,law,What does the Consumer Protection Act say about airtime data privacy?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0137,law,Is selling expired goods allowed under the Land Act?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0138,law,Does the Employment Act apply to a foreign company?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0139,law,Is selling expired goods allowed under the Penal Code?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0140,law,What does the Consumer Protection Act say about refunds?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0141,law,How do I handle a dispute with a contractor who was paid in advance?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0142,law,Is withholding severance pay allowed under the Penal Code?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0143,law,What is the difference between a lease and a tenancy agreement?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0144,law,What are the legal steps to file a small claim in Kenya?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0145,law,Is dismissing a union member allowed under the Labour Relations Act?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0146,law,Who is liable when a tenant damages property?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0147,law,Are verbal contracts enforceable for goods above a certain value?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0148,law,Does the Access to Information Act apply to a sole trader?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0149,law,Who is liable when a board member leaks minutes?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0150,law,Who is liable when a company fails to file returns?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0151,law,What are the legal steps to incorporate a company in Kenya?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0152,law,What does the Consumer Protection Act say about probationary employment?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0153,law,What does the Consumer Protection Act say about unfair market practices?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0154,law,Can my employer read my personal messages on a work phone?,False,,calibration,hand_written,washington,v2-moat-brick-2
brick2-0155,law,Who is liable when a contractor abandons a site?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0156,law,What are the legal steps to register a trademark in Kenya?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0157,law,What does the Employment Act say about airtime data privacy?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0158,law,Is selling expired goods allowed under the Labour Relations Act?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0159,law,What does the Consumer Protection Act say about director liability?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0160,law,What does the Data Protection Act 2019 say about director liability?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0161,law,Can an employer terminate a contract without notice under the Employment Act?,False,,calibration,hand_written,washington,v2-moat-brick-2
brick2-0162,law,Is processing data without consent allowed under the Penal Code?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0163,law,Is dismissing an employee without notice allowed under the Access to Information Act?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0164,law,Does the Data Protection Act 2019 apply to a church?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0165,law,Is dismissing a union member allowed under the Access to Information Act?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0166,law,Does the Companies Act apply to a church?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0167,law,What is the penalty for insider trading under Kenyan law?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0168,law,Is withholding severance pay allowed under the Labour Relations Act?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0169,law,What is the penalty for identity theft under Kenyan law?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0170,law,What is the penalty for fraud under Kenyan law?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0171,law,Is processing data without consent allowed under the Constitution?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0172,law,Does the Labour Relations Act apply to a foreign company?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0173,law,What is the process for registering a business name at the Business Registration Service?,False,,test,hand_written,washington,v2-moat-brick-2
brick2-0174,law,What does the Employment Act say about unfair market practices?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0175,law,Does the Data Protection Act 2019 apply to a sole trader?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0176,law,Does the Access to Information Act apply to a church?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0177,law,Is sharing customer data with third parties allowed under the Penal Code?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0178,law,What is the penalty for money laundering under Kenyan law?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0179,law,What is the penalty for defamation under Kenyan law?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0180,law,Does the Companies Act apply to a sole trader?,False,,test,systematic_generation,washington,v2-moat-brick-2
brick2-0181,code,How do I securely store OAuth tokens in a mobile app?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0182,code,Explain how to write an idempotent endpoint using PostgreSQL.,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0183,code,How do I write a unit test for a function that calls an external API?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0184,code,Why does my code return stale data when I shard the table?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0185,code,Explain how to build a rate limiter using Redis.,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0186,code,How do I run background jobs without memory leaks?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0187,code,What is the best way to implement authentication for a mobile app?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0188,code,How do I parse JSON in Python?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0189,code,How do I stream large files without memory leaks?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0190,code,What is the best way to implement authentication for a large dataset?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0191,code,How do I retry failed requests in Python?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0192,code,How do I write a Django query that filters by date range?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0193,code,What is the best way to validate user input for a mobile app?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0194,code,How do I implement server-side pagination in a GraphQL API?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0195,code,How do I set up CI/CD for a small Flutter app with GitHub Actions?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0196,code,What is the best way to manage connection pools for a mobile app?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0197,code,How do I cache database queries in JavaScript?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0198,code,How do I roll back a transaction without buffering the whole file?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0199,code,Explain the difference between a library and a framework.,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0200,code,How do I use environment variables to keep API keys out of source control?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0201,code,How do I cache database queries in Go?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0202,code,How do I hash a password in Python?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0203,code,How do I stream large files without race conditions?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0204,code,Explain how to set up structured logging using Kafka.,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0205,code,How do I parse JSON in Go?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0206,code,Why does my code throw a null pointer when I shard the table?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0207,code,What is the best way to validate user input for a payment gateway?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0208,code,Why does my code corrupt the database when I call an external service?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0209,code,How do I stream large files without buffering the whole file?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0210,code,How do I cache database queries in Dart?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0211,code,How do I share state across threads without memory leaks?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0212,code,Why does my code corrupt the database when I deploy to production?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0213,code,What is the best way to handle pagination for an internal API?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0214,code,What is the best way to handle pagination for a large dataset?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0215,code,How do I parse JSON in Dart?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0216,code,Explain how to build a rate limiter using PostgreSQL.,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0217,code,What is the best way to implement authentication for an internal API?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0218,code,How do I share state across threads without blocking the event loop?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0219,code,Explain how to implement retry logic using Docker.,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0220,code,Explain how to write an idempotent endpoint using Docker.,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0221,code,Explain how to write an idempotent endpoint using Redis.,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0222,code,How do I hash a password in Go?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0223,code,Explain how to implement retry logic using Kafka.,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0224,code,How do I debug a race condition in a concurrent Go program?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0225,code,Why does my code return stale data when I deploy to production?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0226,code,How do I cache database queries in Python?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0227,code,Why does my code corrupt the database when I shard the table?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0228,code,What is the best way to version a REST API?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0229,code,What is the best way to validate user input for a large dataset?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0230,code,How do I share state across threads without race conditions?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0231,code,How do I run background jobs without blocking the event loop?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0232,code,How do I parse JSON in JavaScript?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0233,code,Explain how to write an idempotent endpoint using Kafka.,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0234,code,Explain how to build a rate limiter using Kafka.,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0235,code,Why does my code return stale data when I call an external service?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0236,code,Why does my Node.js server crash with an unhandled promise rejection?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0237,code,Explain how to set up structured logging using PostgreSQL.,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0238,code,How do I stream large files without blocking the event loop?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0239,code,Why does my code corrupt the database when I run a migration?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0240,code,What is the difference between synchronous and asynchronous code in Python?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0241,code,Why does my code throw a null pointer when I call an external service?,False,,train,systematic_generation,washington,v2-moat-brick-2
brick2-0242,code,How do I profile a slow SQL query in PostgreSQL?,False,,train,hand_written,washington,v2-moat-brick-2
brick2-0243,code,What is a webhook and how do I secure its endpoint?,False,,calibration,hand_written,washington,v2-moat-brick-2
brick2-0244,code,Why does my code time out when I deploy to production?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0245,code,How do I hash a password in JavaScript?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0246,code,Explain how to build a rate limiter using Docker.,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0247,code,How do I run background jobs without buffering the whole file?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0248,code,What is the best way to paginate a large API response?,False,,calibration,hand_written,washington,v2-moat-brick-2
brick2-0249,code,Explain how to set up structured logging using Docker.,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0250,code,What is the best way to manage connection pools for an internal API?,False,,calibration,systematic_generation,washington,v2-moat-brick-2
brick2-0251,code,Explain how to set up structured logging using Redis.,False,,calibration,systematic_generation,washington,v2-moat-brick-2
